facility_id,facility_name,sitrep,version,report_date,text_source,event,event_date,beds,status_note,evidence_quote,confidence,facility_raw
cte-kitatumba,CTE Kitatumba,53,1,2026-07-06,pdf_text,incident,,,Arson at the facility with damage limited by police intervention,Incendie criminelle au CTE Kitatumba (dégâts réduits grâce à l’intervention de la police),high,CTE Kitatumba
cte-mongbwalu,CTE Mongbwalu,53,1,2026-07-06,pdf_text,operating,,,Three patients recovered at the facility,"3 au CTE Mongbwalu, 1 au CTE ISTM",high,CTE Mongbwalu
ct-nizi,CT Nizi,54,1,2026-07-07,pdf_text,operating,,,Four deaths among patients at the facility,(4 au CT Nizi,high,CT Nizi
ct-sota,CT Sota,54,1,2026-07-07,pdf_text,operating,,,Two patients recovered at the facility,(2 au CT SOTA,high,CT SOTA
cte-bunia,CTE Bunia (HGR),54,1,2026-07-07,pdf_text,operating,,,Two deaths among patients at the facility,2 au CTE de Bunia,high,CTE de Bunia
cte-istm,CTE ISTM,54,1,2026-07-07,pdf_text,operating,,,One death among patients at the facility,1 au CTE ISTM et 1 au CTE Rwampara,high,CTE ISTM
cte-mongbwalu,CTE Mongbwalu,54,1,2026-07-07,pdf_text,operating,,,One death among patients at the facility,"1 au CTE Mongbwalu, 1 au CTE ISTM",high,CTE Mongbwalu
cte-nyankunde,CTE Nyankunde (HGR),54,1,2026-07-07,pdf_text,operating,,,One patient recovered at the facility,1 au CTE Nyakunde),high,CTE Nyakunde
cte-rwampara,CTE Rwampara (HGR),54,1,2026-07-07,pdf_text,operating,,,One death among patients at the facility,1 au CTE Rwampara).,high,CTE Rwampara
ct-nizi,CT Nizi,55,1,2026-07-08,pdf_text,operating,,,Three patients at the facility in a sentence that mixes deaths and recoveries,"3 au CT Nizi, 2 au CTE Mongbwalu",low,CT Nizi
ct-sota,CT Sota,55,1,2026-07-08,pdf_text,operating,,,Two patients recovered at the facility,"(2 au CT SOTA, 1 au CTE",high,CT SOTA
cte-bunia,CTE Bunia (HGR),55,1,2026-07-08,pdf_text,operating,,,Three patients at the facility in a sentence that mixes deaths and recoveries,(3 au CTE Bunia,low,CTE Bunia
cte-cme-bunia,CTE CME Bunia,55,1,2026-07-08,pdf_text,operating,,,One patient at the facility in a sentence that mixes deaths and recoveries,"1 au CTE CME, et 1 au CT Sota",low,CTE CME
cte-mongbwalu,CTE Mongbwalu,55,1,2026-07-08,pdf_text,operating,,,Two patients at the facility in a sentence that mixes deaths and recoveries,"2 au CTE Mongbwalu, 1 au CTE Nyakunde",low,CTE Mongbwalu
cte-nyankunde,CTE Nyankunde (HGR),55,1,2026-07-08,pdf_text,operating,,,One patient at the facility in a sentence that mixes deaths and recoveries,"1 au CTE Nyakunde, 1 au CTE CME",low,CTE Nyakunde
cte-rwampara,CTE Rwampara (HGR),55,1,2026-07-08,pdf_text,operating,,,Three patients at the facility in a sentence that mixes deaths and recoveries,"3 au CTE Rwampara, 3 au CT Nizi",low,CTE Rwampara
cte-istm,CTE ISTM,56,1,2026-07-09,pdf_text,operating,,,Two patients recovered at the facility,(2 au CTE ISTM,high,CTE ISTM
cte-katwa,CTE Katwa (HGR),56,1,2026-07-09,pdf_text,operating,,,One patient recovered at the facility,(1 au CTE Katwa),high,CTE Katwa
cte-kitatumba,CTE Kitatumba,56,1,2026-07-09,pdf_text,mention_only,,,Police assigned to the site briefed on barrier measures,"Au CTE Kitatumba, les éléments de la PNC affectés au site ont été briefés",high,CTE Kitatumba
cte-mongbwalu,CTE Mongbwalu,56,1,2026-07-09,pdf_text,operating,,,Two deaths among patients at the facility,2 au CTE Mongbwalu),high,CTE Mongbwalu
ct-kigonze,CT Kigonze (IDP site),57,1,2026-07-10,pdf_text,opened,,,Inaugurated by the Minister of Public Health alongside the HGR Bunia CTE extension,et CT du camp de déplacés de Kingoze en Ituri,high,CT du camp de déplacés de Kingoze
ct-nizi,CT Nizi,57,1,2026-07-10,pdf_text,operating,,,One death among patients at the facility,1 au CT Nizi).,high,CT Nizi
ct-sota,CT Sota,57,1,2026-07-10,pdf_text,operating,,,One death among patients at the facility,1 au CT Sota et 1 au CT Nizi,high,CT Sota
cte-bunia,CTE Bunia (HGR),57,1,2026-07-10,pdf_text,operating,,,Four patients recovered at the facility,"(4 au CTE Bunia, 1 au CTE Mongbwalu",high,CTE Bunia
cte-bunia,CTE Bunia (HGR),57,1,2026-07-10,pdf_text,expanded,,,Extension of the CTE at HGR Bunia inaugurated by the Minister of Public Health,Inauguration de l’extension CTE à l’HGR Bunia,high,CTE à l’HGR Bunia
cte-cme-bunia,CTE CME Bunia,57,1,2026-07-10,pdf_text,operating,,,Three deaths among patients at the facility,"(3 au CTE CME, 2 au CTE Elikya",high,CTE CME
cte-elikya,CTE Elikya,57,1,2026-07-10,pdf_text,operating,,,Two deaths among patients at the facility,"2 au CTE Elikya, 1 au CTE Bunia",high,CTE Elikya
cte-istm,CTE ISTM,57,1,2026-07-10,pdf_text,operating,,,One death among patients at the facility,"1 au CTE ISTM, 1 au CT Sota",high,CTE ISTM
cte-mongbwalu,CTE Mongbwalu,57,1,2026-07-10,pdf_text,operating,,,One patient recovered at the facility,1 au CTE Mongbwalu et 1 au CTE ISTM,high,CTE Mongbwalu
ct-nia-nia,CT Nia-Nia (HGR),58,1,2026-07-11,pdf_text,operating,,,One death among patients at the facility,1 au CT HGR Nia-Nia),high,CT HGR Nia-Nia
ct-sota,CT Sota,58,1,2026-07-11,pdf_text,operating,,,Four patients recovered at the facility,4 au CT Sota) ont été déclarés guéris,high,CT Sota
cte-butembo,CTE Butembo,58,1,2026-07-11,pdf_text,operating,,,One death among patients at the facility,(1 au CTE Butembo),high,CTE Butembo
cte-cme-bunia,CTE CME Bunia,58,1,2026-07-11,pdf_text,operating,,,Patients recovered at the facility including one enrolled in a clinical trial,un patient qui était sous essai clinique au CTE CME,high,CTE CME
cte-elikya,CTE Elikya,58,1,2026-07-11,pdf_text,operating,,,Two deaths among patients at the facility,"2 au CTE Elikya, 1 au CTE Rwampara",high,CTE Elikya
cte-istm,CTE ISTM,58,1,2026-07-11,pdf_text,operating,,,Two ambulance transfers to the facility,dont deux de Lopa vers le CTE ISTM Nyankunde,high,CTE ISTM
cte-mongbwalu,CTE Mongbwalu,58,1,2026-07-11,pdf_text,operating,,,Four deaths among patients at the facility,"(4 au CTE Mongbwalu, 2 au CTE Elikya",high,CTE Mongbwalu
cte-rwampara,CTE Rwampara (HGR),58,1,2026-07-11,pdf_text,operating,,,One death among patients at the facility,"1 au CTE Rwampara, 1 au CT Sota",high,CTE Rwampara
ct-nizi,CT Nizi,60,1,2026-07-13,pdf_text,operating,,,Five patients discharged after negative results,5 patients déchargés du CTE de Nizi,high,CTE de Nizi
cte-bunia,CTE Bunia (HGR),60,1,2026-07-13,pdf_text,operating,,,Two deaths among confirmed cases at the facility,"2 au CTE Bunia, 2 au CTE ISTE",high,CTE Bunia
cte-cme-bunia,CTE CME Bunia,60,1,2026-07-13,pdf_text,operating,,,Three deaths among confirmed cases at the facility,"3 au CTC CME, 2 au CTE Bunia",high,CTC CME
cte-elikya,CTE Elikya,60,1,2026-07-13,pdf_text,operating,,,One death among confirmed cases at the facility,"1 au CTE Elikya, 1 au CTE Nyankunde",high,CTE Elikya
cte-istm,CTE ISTM,60,1,2026-07-13,pdf_text,operating,,,Two deaths among confirmed cases at the facility,"2 au CTE ISTE, 2 au CTE",low,CTE ISTE
cte-nyankunde,CTE Nyankunde (HGR),60,1,2026-07-13,pdf_text,operating,,,One death among confirmed cases at the facility,"1 au CTE Nyankunde, 1 au CTE",high,CTE Nyankunde
ct-bambu,CT Bambu,62,1,2026-07-15,pdf_text,strained,,,Persistent saturation at 316 percent occupancy,saturation persistante au CT de Bambu (316 %),high,CT de Bambu
ct-bambu,CT Bambu,62,1,2026-07-15,pdf_text,operating,,,One patient recovered at the facility,1 au CT Bambu taux,low,CT Bambu
ct-sota,CT Sota,62,1,2026-07-15,pdf_text,operating,,,Two patients recovered at the facility,Résistance et 2 au CT Sota) et 8 décès,low,CT Sota
cte-bunia,CTE Bunia (HGR),62,1,2026-07-15,pdf_text,operating,,,Seven patients recovered at the facility,"(7 au CTE Bunia, 3 au CTE ISTM",high,CTE Bunia
cte-cme-bunia,CTE CME Bunia,62,1,2026-07-15,pdf_text,strained,,,Persistent saturation at 157 percent occupancy,au CTE CME de Rwampara (157 %),high,CTE CME
cte-istm,CTE ISTM,62,1,2026-07-15,pdf_text,operating,,,Three patients recovered at the facility,"3 au CTE ISTM, 1 au CT Bambu",high,CTE ISTM
ct-nia-nia,CT Nia-Nia (HGR),64,1,2026-07-17,pdf_text,under_construction,,,Two tents being installed at the facility,CTE de Nia-Nia et finition du CTE de Rwankole,low,CTE de Nia-Nia
cte-rwankole,CTE Rwankole,64,1,2026-07-17,pdf_text,under_construction,,,Finishing works on the facility,finition du CTE de Rwankole,high,CTE de Rwankole
cte-bunia,CTE Bunia (HGR),65,1,2026-07-18,pdf_text,operating,,,Kits delivered for clinical trials at the facility,"Essaies cliniques CTE HGR Bunia, LITA, CME Bunia",low,CTE HGR Bunia
cte-cinquantenaire,CTE Cinquantenaire,65,1,2026-07-18,pdf_text,operating,,,A suspected case was transported to the facility,Transport du suspect vers le CTE Cinquantenaire,high,CTE Cinquantenaire
cte-hc-kisangani,CTE HC Kisangani,65,1,2026-07-18,pdf_text,operating,,,"One suspected case admitted, result negative",1 cas suspect admis au CTE HC Kisangani,high,CTE HC
cte-katwa,CTE Katwa (HGR),65,1,2026-07-18,pdf_text,operating,,,One death at the facility,dont un au CTE de Katwa,high,CTE de Katwa
cte-katwa,CTE Katwa (HGR),66,1,2026-07-19,pdf_text,operating,,,One death at the facility,1 au CTE de Katwa,high,CTE de Katwa
cte-hc-kisangani,CTE HC Kisangani,69,1,2026-07-22,pdf_text,mention_only,,,IPC scorecard assessment of the facility scored 82 percent,CTE HCKis (82 %),high,CTE HCKis
cte-rwampara,CTE Rwampara (HGR),69,1,2026-07-22,pdf_text,operating,,,27 facility hygienists trained on sexual exploitation and abuse prevention,Formation de 27 hygiénistes dont 15 hommes et 12 femmes du CTE de Rwampara,high,CTE de Rwampara
cte-hc-kisangani,CTE HC Kisangani,70,1,2026-07-23,pdf_text,operating,,,Four suspected cases currently hospitalised at the facility,actuellement hospitalisés au CTE HC Kisangani,high,CTE HC Kisangani
cte-rwampara,CTE Rwampara (HGR),72,1,2026-07-25,pdf_text,operating,,100,100 operational beds at the facility,CTE de Rwampara (100 lits opérationnels),high,CTE de Rwampara
cte-rwampara,CTE Rwampara (HGR),72,1,2026-07-25,pdf_text,mention_only,,,Guided visit by religious leaders,Visite guidée de leaders religieux de l’AS RWAMPARA au CTE RWAMPARA,high,CTE RWAMPARA
cte-foner,CTE Foner,73,1,2026-07-26,pdf_text,operating,,,One validated alert was referred to the facility,Une seule a été référée au CTE de Foner Mambasa,high,CTE de Foner
cte-beni,CTE Beni,74,1,2026-07-27,pdf_text,operating,,,Discharge ceremony for a recovered soldier,Cérémonie de déchargement d’un guéri militaire au CTE-Beni,high,CTE-Beni
cte-bunia,CTE Bunia (HGR),74,1,2026-07-27,pdf_text,operating,,,A live alert from a point of control was referred to the facility,référée au CTE de Bunia,high,CTE de Bunia
cte-rwampara,CTE Rwampara (HGR),74,1,2026-07-27,pdf_text,operating,,,Biochemistry equipment received at the facility,Accessoires) au CTE Rwampara en Ituri,high,CTE Rwampara
ct-kigonze,CT Kigonze (IDP site),77,1,2026-07-30,pdf_text,strained,,,Transit centre saturated for suspected cases at 113 percent,Kigonze (113 %),high,
ct-kilo,CT Kilo (HGR),77,1,2026-07-30,pdf_text,strained,,,Transit centre saturated for suspected cases at 100 percent,HGR Kilo (100 %),high,HGR Kilo
ct-logo,CT Logo,77,1,2026-07-30,pdf_text,strained,,,Transit centre saturated for suspected cases at 125 percent,Logo (125 %),high,
ct-nia-nia,CT Nia-Nia (HGR),77,1,2026-07-30,pdf_text,expanded,,,Expansion tents being put up,tentes d'élargissement au CTE de Nia-Nia,high,CTE de Nia-Nia
ct-nia-nia,CT Nia-Nia (HGR),77,1,2026-07-30,pdf_text,operating,,,IPC kits delivered to the facility,"CTE de Nia-Nia, et d'équipements PECH",low,CTE de Nia-Nia
ct-nizi,CT Nizi,77,1,2026-07-30,pdf_text,strained,,,Beyond capacity for confirmed cases at 322 percent,CTE Nizi (322 %),high,CTE Nizi
cte-bunia,CTE Bunia (HGR),77,1,2026-07-30,pdf_text,strained,,,Beyond capacity for confirmed cases at 105 percent,CTE Bunia (105 %),high,CTE Bunia
cte-cme-bunia,CTE CME Bunia,77,1,2026-07-30,pdf_text,strained,,,At capacity for confirmed cases,CTE CME (100 %),high,CTE CME
cte-cme-bunia,CTE CME Bunia,77,1,2026-07-30,pdf_text,operating,,,Case management equipment delivered,d'équipements PECH au CTE CME de,low,CTE CME
cte-fataki,CTE Fataki,77,1,2026-07-30,pdf_text,strained,,,At capacity for confirmed cases,CTE Fataki (100 %),high,CTE Fataki
cte-isiro,CTE Isiro,77,1,2026-07-30,pdf_text,operating,,,A confirmed health worker is hospitalised at the facility,dont un hospitalisé au CTE d'Isiro,high,CTE d'Isiro
cte-istm,CTE ISTM,77,1,2026-07-30,pdf_text,strained,,,Beyond capacity for confirmed cases at 107 percent,CTE ISTM (107 %),high,CTE ISTM
cte-lita,CTE Lita,77,1,2026-07-30,pdf_text,strained,,,Beyond capacity for confirmed cases at 140 percent,CTE Lita (140 %),high,CTE Lita
cte-rwankole,CTE Rwankole,77,1,2026-07-30,pdf_text,under_construction,,,"Works under way: tiling, paving and electrical installation","Travaux en cours au CTE de Rwankole (carrelage,",high,CTE de Rwankole
cte-wamba,CTE Wamba,77,1,2026-07-30,pdf_text,strained,,,Over capacity for confirmed cases at 125 percent,le CTE de Wamba dépassant sa capacité en confirmés (125 %),high,CTE de Wamba
ct-kigonze,CT Kigonze (IDP site),78,1,2026-07-31,pdf_text,strained,,,Transit centre saturated for suspected cases at 113 percent,Kigonze (113 %),high,
ct-kilo,CT Kilo (HGR),78,1,2026-07-31,pdf_text,strained,,,Transit centre saturated for suspected cases at 100 percent,HGR Kilo (100 %),high,HGR Kilo
ct-logo,CT Logo,78,1,2026-07-31,pdf_text,strained,,,Transit centre saturated for suspected cases at 125 percent,Logo (125 %),high,
ct-nia-nia,CT Nia-Nia (HGR),78,1,2026-07-31,pdf_text,operating,,,IPC kits delivered to the facility,SGI et au CTE de Nia-Nia,high,CTE de Nia-Nia
ct-nizi,CT Nizi,78,1,2026-07-31,pdf_text,strained,,,Beyond capacity for confirmed cases at 322 percent,CTE Nizi (322 %),high,CTE Nizi
cte-boma-mangbetu,CTE Boma Mangbetu,78,1,2026-07-31,pdf_text,strained,,,Facility short of staff,(125 %) et le CTE de Boma,low,CTE de Boma
cte-bunia,CTE Bunia (HGR),78,1,2026-07-31,pdf_text,strained,,,Beyond capacity for confirmed cases at 105 percent,CTE Bunia (105 %),high,CTE Bunia
cte-cme-bunia,CTE CME Bunia,78,1,2026-07-31,pdf_text,strained,,,At capacity for confirmed cases,CTE CME (100 %),high,CTE CME
cte-fataki,CTE Fataki,78,1,2026-07-31,pdf_text,strained,,,At capacity for confirmed cases,CTE Fataki (100 %),high,CTE Fataki
cte-isiro,CTE Isiro,78,1,2026-07-31,pdf_text,operating,,,A confirmed health worker is hospitalised at the facility,dont un hospitalisé au CTE d'Isiro,high,CTE d'Isiro
cte-istm,CTE ISTM,78,1,2026-07-31,pdf_text,strained,,,Beyond capacity for confirmed cases at 107 percent,CTE ISTM (107 %),high,CTE ISTM
cte-lita,CTE Lita,78,1,2026-07-31,pdf_text,strained,,,Beyond capacity for confirmed cases at 140 percent,CTE Lita (140 %),high,CTE Lita
cte-wamba,CTE Wamba,78,1,2026-07-31,pdf_text,strained,,,Over capacity for confirmed cases at 125 percent,le CTE de Wamba dépassant sa capacité en confirmés (125 %),high,CTE de Wamba
ct-nizi,CT Nizi,79,1,2026-08-01,pdf_text,strained,,,Over overall capacity at 144 percent,les CTE de Nizi (144 %),high,CTE de Nizi
cte-aru,CTE Aru (HGR),79,1,2026-08-01,pdf_text,strained,,,Over overall capacity at 112 percent,d'Aru (112 %),high,
cte-fataki,CTE Fataki,79,1,2026-08-01,pdf_text,strained,,,Over overall capacity at 125 percent,de Fataki (125 %),high,
cte-istm,CTE ISTM,79,1,2026-08-01,pdf_text,strained,,,Beyond capacity for confirmed cases at 110 percent,le CTE ISTM à 110 %,high,CTE ISTM
cte-pawa,CTE Pawa,79,1,2026-08-01,pdf_text,operating,,,Two confirmed deaths validated at the facility,2 décès confirmés ont été validés au CTE de Pawa,high,CTE de Pawa
cte-rwankole,CTE Rwankole,79,1,2026-08-01,pdf_text,operating,,,Training of facility staff continues,formation des prestataires du CTE de Rwankole,high,CTE de Rwankole
cte-wamba,CTE Wamba,79,1,2026-08-01,pdf_text,strained,,,Over capacity for confirmed cases at 125 percent,le CTE de Wamba dépassant sa capacité en confirmés (125 %),high,CTE de Wamba
ct-nizi,CT Nizi,80,1,2026-08-02,pdf_text,strained,,,Beyond capacity for confirmed cases at 278 percent,CTE de Nizi à 278 %,high,CTE de Nizi
cte-isiro,CTE Isiro,80,1,2026-08-02,pdf_text,opened,,,"Service started at the facility, with fitting-out works",démarrage du service au CTE d'Isiro,high,CTE d'Isiro
cte-isiro,CTE Isiro,80,1,2026-08-02,pdf_text,operating,,,A confirmed health worker is hospitalised at the facility,hospitalisé au CTE d'Isiro,high,CTE d'Isiro
cte-istm,CTE ISTM,80,1,2026-08-02,pdf_text,strained,,,Beyond capacity for confirmed cases at 110 percent,le CTE ISTM à 110 %,high,CTE ISTM
cte-wamba,CTE Wamba,80,1,2026-08-02,pdf_text,strained,,,Still over capacity for confirmed cases at 125 percent,Le CTE de Wamba dépasse,high,CTE de Wamba
ct-beni,CT Beni,81,1,2026-08-03,pdf_text,under_construction,,,Construction of the Beni transit centre by MSF Holland continues,France) et de Beni (MSF Hollande),high,
ct-musienene,CT Musienene,81,1,2026-08-03,pdf_text,under_construction,,,Construction by MSF France continues,travaux de construction des CT de Musienene (MSF,high,CT de Musienene
ct-nia-nia,CT Nia-Nia (HGR),81,1,2026-08-03,pdf_text,under_construction,,,Seven tents installed at the facility,CTE de Nia-Nia. décontaminées,low,CTE de Nia-Nia
cte-rwankole,CTE Rwankole,81,1,2026-08-03,pdf_text,under_construction,,,Works finished; launch postponed to 4 August,"Fin des travaux du CTE de Rwankole, dont le",high,CTE de Rwankole
ct-bambu,CT Bambu,82,1,2026-08-04,pdf_text,strained,,,Saturated for confirmed cases at 140 percent,et Bambu (140 %),high,
ct-beni,CT Beni,82,1,2026-08-04,pdf_text,under_construction,,,Construction by MSF Holland continues,France) et de Beni (MSF Hollande),high,
ct-logo,CT Logo,82,1,2026-08-04,pdf_text,strained,,,Saturated for suspected cases at 150 percent,"(Logo, 150 %)",high,
ct-musienene,CT Musienene,82,1,2026-08-04,pdf_text,under_construction,,,Construction by MSF France continues,travaux de construction des CT de Musienene (MSF,high,CT de Musienene
ct-nizi,CT Nizi,82,1,2026-08-04,pdf_text,strained,,,Saturated for confirmed cases at 233 percent,"Nizi (233 %), ISTM (147 %)",high,
cte-bunia,CTE Bunia (HGR),82,1,2026-08-04,pdf_text,operating,,,Six live alerts from a point of control referred to the facility,validées et référées au CTE de Bunia,high,CTE de Bunia
cte-cme-bunia,CTE CME Bunia,82,1,2026-08-04,pdf_text,operating,,,IPC kits delivered to the facility,chirurgicales) au CTE CME de Bunia,high,CTE CME
cte-cme-bunia,CTE CME Bunia,82,1,2026-08-04,pdf_text,incident,,,Strike with a protest by facility staff; admissions disrupted by hygienists demanding unpaid bonuses,manifestation des prestataires du CTE CME dans la,high,CTE CME
cte-isiro,CTE Isiro,82,1,2026-08-04,pdf_text,operating,,,Functional; the province's first recovery was recorded there,Le CTE d'Isiro est,high,CTE d'Isiro
cte-isiro,CTE Isiro,82,1,2026-08-04,pdf_text,strained,,,"Insufficiently equipped: equipment, water and electricity",Le CTE d'Isiro est,low,CTE d'Isiro
cte-istm,CTE ISTM,82,1,2026-08-04,pdf_text,strained,,,Saturated for confirmed cases at 147 percent,ISTM (147 %),high,
cte-musienene,CTE Musienene,82,1,2026-08-04,pdf_text,operating,,,A confirmed patient refused transfer to the facility and escaped,transfert d'une patiente confirmée au CTE de Musienene a,high,CTE de Musienene
cte-rwankole,CTE Rwankole,82,1,2026-08-04,pdf_text,opened,,120,"Official launch by the provincial governor, with 120 beds",lancement officiel du CTE de Rwankole par le,high,CTE de Rwankole
ct-bambu,CT Bambu,85,1,2026-08-07,pdf_text,strained,,,Extension requested because of saturation,"l'extension des CTE de Bambu, Nizi et Logo est demandée face à la saturation",high,CTE de Bambu
ct-logo,CT Logo,85,1,2026-08-07,pdf_text,strained,,,Extension requested because of saturation,"l'extension des CTE de Bambu, Nizi et Logo est demandée",high,
ct-nizi,CT Nizi,85,1,2026-08-07,pdf_text,strained,,,Saturated,"saturation des CTE de Rwampara, ISTM et Nizi",high,
cte-istm,CTE ISTM,85,1,2026-08-07,pdf_text,strained,,,Saturated,"saturation des CTE de Rwampara, ISTM et Nizi",high,
cte-kitatumba,CTE Kitatumba,85,1,2026-08-07,pdf_text,operating,,,A safe burial failed at the facility because of community resistance,"1 échec au Nord-Kivu (CTE de Kitatumba, Butembo)",low,CTE de Kitatumba
cte-rwampara,CTE Rwampara (HGR),85,1,2026-08-07,pdf_text,strained,,,Saturated,"saturation des CTE de Rwampara, ISTM et Nizi",high,CTE de Rwampara
ct-bambu,CT Bambu,89,1,2026-08-11,pdf_text,strained,,,Saturated for confirmed cases,"saturation des CTE de Rwampara, Bambu et Nizi",high,
ct-nizi,CT Nizi,89,1,2026-08-11,pdf_text,strained,,,Saturated for confirmed cases,Bambu et Nizi du côté des confirmés,high,
cte-rwampara,CTE Rwampara (HGR),89,1,2026-08-11,pdf_text,strained,,,Saturated for confirmed cases,"saturation des CTE de Rwampara, Bambu et Nizi du côté des confirmés",high,CTE de Rwampara
ct-bambu,CT Bambu,93,1,2026-08-15,pdf_text,strained,,,Saturated for confirmed and suspected cases,Les CTE de Bambu (confirmés et suspects),high,CTE de Bambu
ct-bambu,CT Bambu,93,1,2026-08-15,pdf_text,expanded,,,Extension works to be completed,"extensions des CTE de Nizi, ISTM et Bambu",high,
ct-kigonze,CT Kigonze (IDP site),93,1,2026-08-15,pdf_text,strained,,,Saturated for suspected cases,Logo et Kigonze (suspects) sont saturés,high,
ct-kilo,CT Kilo (HGR),93,1,2026-08-15,pdf_text,strained,,,Saturated for suspected cases,"ainsi que d’Aru, Kilo, Logo et Kigonze (suspects) sont saturés",high,
ct-logo,CT Logo,93,1,2026-08-15,pdf_text,strained,,,Saturated for suspected cases,"ainsi que d’Aru, Kilo, Logo et Kigonze (suspects) sont saturés",high,
ct-nizi,CT Nizi,93,1,2026-08-15,pdf_text,strained,,,Saturated for confirmed cases,de Fataki et de Nizi (confirmés),high,
ct-nizi,CT Nizi,93,1,2026-08-15,pdf_text,expanded,,,Extension works to be completed,"achèvement des extensions des CTE de Nizi, ISTM et Bambu",high,CTE de Nizi
ct-sota,CT Sota,93,1,2026-08-15,pdf_text,operating,,,Staff training continues,la formation des prestataires du CTE de Sota se poursuit,high,CTE de Sota
cte-aru,CTE Aru (HGR),93,1,2026-08-15,pdf_text,strained,,,Saturated for suspected cases,"ainsi que d’Aru, Kilo, Logo et Kigonze (suspects) sont saturés",high,
cte-fataki,CTE Fataki,93,1,2026-08-15,pdf_text,strained,,,Saturated for confirmed cases,de Fataki et de Nizi (confirmés),high,
cte-hc-kisangani,CTE HC Kisangani,93,1,2026-08-15,pdf_text,operating,,12,Eight patients in isolation for 12 beds,isolement au CTE HC de Kisangani (3 confirmés et 5 suspects) pour 12,high,CTE HC
cte-hc-kisangani,CTE HC Kisangani,93,1,2026-08-15,pdf_text,strained,,,Reduced capacity of 12 beds listed as a challenge,capacité réduite du CTE HC de Kisangani (12 lits),high,CTE HC
cte-istm,CTE ISTM,93,1,2026-08-15,pdf_text,expanded,,,Extension works to be completed,"achèvement des extensions des CTE de Nizi, ISTM et Bambu",high,
cte-katwa,CTE Katwa (HGR),93,1,2026-08-15,pdf_text,operating,,,One confirmed admission,1 confirmé au CTE de Katwa,high,CTE de Katwa
cte-katwa,CTE Katwa (HGR),93,1,2026-08-15,pdf_text,mention_only,,,Police assigned to the facility mentioned under security challenges,éléments de la police affectés aux CTE de Katwa et de Kitatumba,low,CTE de Katwa
cte-kitatumba,CTE Kitatumba,93,1,2026-08-15,pdf_text,mention_only,,,Police assigned to the facility mentioned under security challenges,affectés aux CTE de Katwa et de Kitatumba,low,
ct-bambu,CT Bambu,94,1,2026-08-17,pdf_text,strained,,,Saturated for confirmed cases,Les CTE de Bambu et de Nizi (confirmés),high,CTE de Bambu
ct-kigonze,CT Kigonze (IDP site),94,1,2026-08-17,pdf_text,strained,,,Saturated for suspected cases,Nia- Nia et Kigonze (suspects) sont saturés,high,
ct-kilo,CT Kilo (HGR),94,1,2026-08-17,pdf_text,strained,,,Saturated for suspected cases,"de Fataki, Kilo, Logo, Nia- Nia et Kigonze (suspects) sont saturés",high,
ct-logo,CT Logo,94,1,2026-08-17,pdf_text,strained,,,Saturated for suspected cases,"de Fataki, Kilo, Logo, Nia- Nia et Kigonze (suspects) sont saturés",high,
ct-musienene,CT Musienene,94,1,2026-08-17,pdf_text,under_construction,,,Rehabilitation continues,la réhabilitation du CT de Musienene se poursuivent,high,CT de Musienene
ct-nia-nia,CT Nia-Nia (HGR),94,1,2026-08-17,pdf_text,strained,,,Saturated for suspected cases,Nia- Nia et Kigonze (suspects) sont saturés,high,
ct-nia-nia,CT Nia-Nia (HGR),94,1,2026-08-17,pdf_text,under_construction,,,Works continue,les travaux du CTE de Nia-Nia se poursuivent,high,CTE de Nia-Nia
ct-nizi,CT Nizi,94,1,2026-08-17,pdf_text,strained,,,Saturated for confirmed cases,Les CTE de Bambu et de Nizi (confirmés),high,
cte-fataki,CTE Fataki,94,1,2026-08-17,pdf_text,strained,,,Saturated for suspected cases,"de Fataki, Kilo, Logo, Nia- Nia et Kigonze (suspects) sont saturés",high,
cte-isiro,CTE Isiro,94,1,2026-08-17,pdf_text,operating,,,An intercepted body was returned to the facility,assuré le retour vers le CTE d’Isiro du corps intercepté,high,CTE d’Isiro
cte-itav,CTE ITAV,94,1,2026-08-17,pdf_text,planned,,,Site evaluated for a future CTE,Evaluation du site pour le futur CTE à l’ITAV,high,CTE à l’ITAV
cte-katwa,CTE Katwa (HGR),94,1,2026-08-17,pdf_text,operating,,,Two confirmed admissions,2 confirmés au CTE de Katwa,high,CTE de Katwa
cte-kitatumba,CTE Kitatumba,94,1,2026-08-17,pdf_text,operating,,,Case management evaluation visit with the Ugandan team,visite d’évaluation de la prise en charge au CTE de Kitatumba,high,CTE de Kitatumba
cte-mongbwalu,CTE Mongbwalu,94,1,2026-08-17,pdf_text,expanded,,,New building operational with 60 beds,le nouveau bâtiment du CTE de Mongbwalu est opérationnel avec 60 lits,high,CTE de Mongbwalu
ct-beni,CT Beni,96,1,2026-08-19,pdf_text,operating,,,Two confirmed admissions,2 au CT de Beni,high,CT de Beni
ct-vuhovi,CT Vuhovi,96,1,2026-08-19,pdf_text,operating,,,One recovery,1 guéri au CT de Vuhovi,high,CT de Vuhovi
cte-hc-kisangani,CTE HC Kisangani,96,1,2026-08-19,pdf_text,operating,,14,Five patients isolated for 14 beds,admission d’un suspect au CTE HC Kisangani porte à 5,high,CTE HC Kisangani
cte-isiro,CTE Isiro,96,1,2026-08-19,pdf_text,expanded,,,"Hospital beds allocated to the CTE, raising provincial capacity to 130 beds",52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,
